"rank","name","symbol","coin_id","market_cap_usd","price_usd"
"61","Binance-Peg Ethereum Token","WETH","eth-ethereum-token","1206650989","1994,5633492228744"
"62","Falcon USD","USDF","usdf-falcon-finance","1196056985","0,9953075163129252"
"63","USDD","USDD","usdd-usdd","1133627062","0,9991753043832773"
"67","KuCoin Token","KCS","kcs-kucoin-token","1050722681","7,803070886679257"
"69","Jito Staked SOL","JITOSOL","jitosol-jito-staked-sol","1041147676","104,10177573235055"
"72","Rocket Pool ETH","RETH","reth-rocket-pool-eth","1007027096","2321,8690123725596"
"73","Wrapped BNB","WBNB","wbnb-wrapped-bnb","1004481277","634,6037507081318"
"76","Kelp DAO Restaked ETH","RSETH","rseth-rseth","918902706","2131,574785942039"
"77","Lombard Staked BTC","LBTC","lbtc-lombard-staked-btc","863870529","73308,76865177912"
"79","Kaspa","KAS","kas-kaspa","839327634","0,030552598513216202"
"80","mETH","METH","meth-meth","825774019","2179,030250132085"
"81","GateToken","GT","gt-gatechain-token","810935245","6,789200154615098"
"87","Venice Token","VVV","vvv-venice-token","710680970","15,30337126072806"
"88","Stable","STABLE","stable-stable","680656760","0,03867367959867654"
"89","USD Coin.E","USDC.E","usdce-usd-coine","668856028","0,999799415198903"
"90","Flare Network","FLR","flr-flare-network","668462399","0,007740434253018221"
"94","Beldex","BDX","bdx-beldex","598565860","0,07735053938473607"
"99","Atsuko Sato","SATO","sato-atsuko-sato","564318929","0,5830725457723055"
"100","Usual USD","USD0","usd0-usual-usd","558285422","0,9989108586041537"
"103","Jupiter Staked SOL","JUPSOL","jupsol-jupiter-staked-sol","519496216","96,51449462275635"
"104","Unibase","UB","ub-unibase","502817336","0,20112693441965546"
"108","Humanity","H","h-humanity","495385637","0,27144418481613386"
"109","edgeX","EDGE","edge-edgex","483159380","1,380455373224632"
"112","Solv Protocol solvBTC","SOLVBTC","solvbtc-solv-protocol-solvbtc","462576433","73030,69672375724"
"113","Wrapped TRX","WTRX","wtrx-wrapped-trx","459595564","0,3436987013137357"
"115","tBTC","TBTC","tbtc-tbtc","453633274","73048,83650773806"
"116","Marinade Staked Sol","MSOL","msol-marinade-staked-sol","440734100","112,15518532778856"
"121","XDC Network","XDC","xdc-xdc-network","390018082","0,031695837384186486"
"122","Aerodrome Finance","AERO","aero-aerodrome-finance","384459939","0,4070634651139041"
"125","Manadia","UMXM","umxm-manadia","356922436","1,699630647849921"
"128","Siren","SIREN","siren-siren1","341630271","0,46135375274373325"
"131","Bitcoin Avalanche Bridged (BTC.b)","BTC.B","btcb-bitcoin-avalanche-bridged-btcb","330996828","73100,00621347783"
"133","BitTorrent","BTT","bttc-bittorrent-chain","307062635","3,1109508585382735E-07"
"135","GHO","GHO","gho-gho","305082667","0,999061507012241"
"137","PayPal USD","PYUSD","pyusd-paypal-usd","294248410","1,0001812807208448"
"139","SPX6900","SPX","spx-spx6900","292586453","0,314273497573558"
"140","Olympus V2","OHMV2","ohmv2-olympus-v2","292027478","18,6048526089577"
"141","Coinbase Wrapped Staked ETH","CBETH","cbeth-coinbase-wrapped-staked-eth","288984117","2254,975403390385"
"142","Lighter","LIT","lit-lighter","286992992","1,1479719716393495"
"143","EURC","EURC","euroc-euro-coin","281306472","1,1650483665016043"
"145","Bitcoin SV","BSV","bsv-bitcoin-sv","277566741","13,854042633600953"
"148","GRASS","GRASS","grass-grass","270965227","0,4444870920748675"
"150","APENFT","NFT","nft-apenft","267582639","2,675853152740743E-07"
"154","Islamic Coin","ISLM","islm-islamic-coin","261301207","0,07226286902844925"
"155","Telcoin","TEL","tel-telcoin","260017603","0,002706423553086193"
"157","Frax Ether","FRXETH","frxeth-frax-ether","256136361","1986,6774332917726"
"158","USDAI","USDAI","usdai-usdai","255262764","1,000007216246547"
"160","Monad","MON","mon-monad","252999341","0,02335971503371996"
"164","Alchemix USD","ALUSD","alusd-alchemixusd","245530354","0,9665151922617559"
"165","BUILDon","B","b-buildon","244082359","0,24408235924963534"
"167","Ether.fi Staked BTC","EBTC","ebtc-etherfi-staked-btc","241876297","73229,27554374769"
"168","Global Dollar","USDG","usdg-global-dollar","240245457","1,0001626069843612"
"169","Staked Aave","STKAAVE","stkaave-staked-aave","235237095","80,78296815145599"
"171","Akash Network","AKT","akt-akash-network","229074903","0,7785063832902115"
"172","Binance Beacon ETH","BETH","beth-binance-beacon-eth","224624273","2224,5973986468625"
"173","Zebec Network","ZBCN ","zbcn-zebec-network","222872618","0,0028340717124846625"
"175","Nexus","NEX","nex-nexus","204294135","3,40490226099541E-06"
"177","ETHGas","GWEI","gwei-ethgas-1","198402448","0,11337282759812381"
"179","SKYAI","SKYAI","skyai-skyai","196696618","0,1966966180808248"
"180","OriginTrail","TRAC","trac-origintrail","192880539","0,38576491083201175"
"187","Treehouse ETH","TETH","teth-treehouse-eth","178693824","2466,715778456958"
"189","LAB","LAB","lab-lab","174827217","5,827573925167182"
"191","Billions Network","BILL","bill-billions-network","172820943","0,07117261314878609"
"191","BTSE Token","BTSE","btse-btse-token","174553948","1,0770846081620349"
"192","MX Token","MX","mx-mx-token","168952178","1,779299283021881"
"193","Polygon","MATIC","matic-polygon","167393526","0,08746731656807592"
"197","SwissBorg","BORG","chsb-swissborg","163011069","0,16570714813412926"
"200","Fartcoin","FARTCOIN","fartcoin-fartcoin","159605071","0,15960535006494828"
"203","Zano","ZANO","zano-zano","152812606","9,984646374434023"
"204","Story","IP","ip-story","152841051","0,43061798848123306"
"206","Staked USDai","SUSDAI","susdai-staked-usdai","149548126","1,0874447323154244"
"208","Renzo Restaked ETH","EZETH","ezeth-renzo-restaked-eth","148922309","2147,4946194293425"
"210","Onyxcoin","XCN","xcn-chain","147982668","0,004498002344300323"
"212","Maker","MKR","mkr-maker","147294129","1623,5767472202251"
"214","Drift Staked SOL","DSOL","dsol-drift-staked-sol","142191088","97,18294508700426"
"215","Reserve Protocol ETH Plus","ETH+","eth-reserve-protocol-eth-plus","141543208","2154,353937662573"
"217","Astherus USDF","USDF","usdf-astherus-usdf","137279745","0,9979157260435575"
"218","Ribbita by Virtuals","TIBBIR","tibbir-ribbita-by-virtuals","133861213","0,13386121382046876"
"221","River","RIVER","river-river","130666818","6,6666744190451155"
"222","Tagger","TAG","tag-tagger","130771924","0,0012063321827856586"
"224","Shuffle","SHFL","shfl-shuffle","129252281","0,30395549052143983"
"225","Vision","VSN","vsn-vision","127039683","0,03652474949096072"
"226","AB (prev. Newton)","AB","ab-ab","126699961","0,0012820812337282642"
"229","Pieverse","PIEVERSE","pieverse-pieverse","124438529","0,7110773136216407"
"230","SyrupUSDC","SYRUPUSDC","syrupusdc-syrupusdc","124386818","1,1654422149896562"
"231","Helium","HNT","hnt-helium","124315519","0,7007852891144589"
"232","The Vault Staked SOL","VSOL","vsol-the-vault-staked-sol","123111268","83,3840312666374"
"234","Cheems","CHEEMS","cheems-cheems-cheemspet","121570057","5,968885733461288E-07"
"235","crvUSD","CRVUSD","crvusd-curvefi-usd-stablecoin","119688501","0,9965940175866491"
"237","Astherus Staked BNB","ASBNB","asbnb-astherus-staked-bnb","118097998","674,9614135275629"
"238","GoMining Token","GOMINING","gmt-gomining-token","117208547","0,28261793363215976"
"239","Aethir","ATH","ath14-aethir","116457436","0,005785622676687863"
"240","Fantom","FTM","ftm-fantom","115494307","0,04119449008483292"
"242","WEMIX Token","WEMIX","wemix-wemix-token","114642469","0,2727807033506213"
"243","KOGE","KOGE","koge-bnb48-club-token","113954037","33,71423218597025"
"245","Cash","CASH","cash-cash","112279074","1,0004491454606794"
"246","ONyc","ONYC","onyc-onyc","110685155","1,1068515567624382"
"247","YZY","YZY","yzy-yzy","110023734","0,36674579653086914"
"248","Sanctum Staked SOL","SCNSOL","scnsol-socean-staked-sol","109848680","115,65648653115257"
"249","PulseX","PLSX","plsx-pulsex","109745516","5,2096064249415776E-06"
"250","Origin Ether","OETH","oeth-origin-ether","109812453","1989,7525556204596"
"250","Zeebu","ZBU","zbu-zeebu","109701725","0,4236064768154636"
"256","BitMart Token","BMX","bmx-bitmart-token","105004993","0,3093732213520259"
"260","Pulsechain","PLS","pls-pulsechain","102551341","6,922215562643283E-06"
"262","Bybit Staked SOL","BBSOL","bbsol-bybit-staked-sol","101540618","93,69272850116239"
"264","Unity USD","UUSD","uusd-unity-usd","99892169","0,9989216961394233"
"265","MetaMask USD","MUSD","musd-metamask-usd","99841433","1,0000082862485569"
"266","Smilek to the Bank","SMILEK","smilek-smilek-to-the-bank","99669517","4,995259266776382E-05"
"267","RaveDAO","RAVE","rave-ravedao","99358854","0,43143228264243605"
"268","Rollbit Coin","RLB","rlb-rollbit-coin","99186073","0,05945700968198191"
"269","HEX (Pulsechain)","HEX","hex-hex-from-pulsechain","98892278","0,0011476853757696251"
"271","ViciCoin","VCNT","vcnt-vicicoin","96013875","16,855599160794494"
"272","UltimaEcosystem","ULTIMA","ultima-ultimaecosystem","94348798","2522,088232343323"
"273","Safe ","SAFE","safe-safe","93525075","0,12631593662929155"
"276","BitDCA","BDCA","bdca-bitdca","89751826","0,6755538910077512"
"279","TAC Protocol","TAC","tac-tac-protocol","86607693","0,018852567516823387"
"280","MAG7.ssi","MAG7.SSI","mag7ssi-mag7ssi","85127798","0,4904351402194673"
"282","Undeads Games","UDS","uds-undeads-games","85019282","1,183039352669971"
"283","Beam Token","BEAM","beam-beam-eth","84043393","0,001638266877546975"
"286","Frax USD","FRXUSD","frxusd-frax-usd","82691473","0,9989102749794123"
"287","AIOZ Network","AIOZ","aioz-aioz-network","82601499","0,06574672202991717"
"287","Pharos","PROS","pros-pharos","82536664","0,6122897936893724"
"290","Tria","TRIA","tria-tria","81579238","0,03780895085860441"
"291","pufETH ","PUFETH","pufeth-pufeth","79258152","2143,3866636736398"
"292","Metal Blockchain","METAL","metal-metal-blockchain","78638857","0,1549107287515179"
"293","Seeker","SKR","skr-seeker","77331172","0,013566872379829146"
"298","Quantum Resistant Ledger","QRL","qrl-quantum-resistant-ledger","75998571","1,1186596546049479"
"298","Lista USD","LISUSD","hay-hay","76093226","0,9970610294072265"
